country_code,Account,Master_id,Account_id,latitude2,longitude,country2,Postal_code,street_name,Street_number
BR,Gleichner Group,1705,1975--335,-15.0738149,-44.1340439,Brazil,39470-000,Acker,7
CN,Keeling Inc,1856,1100-374 53-226,23.020673,113.751799,China,0,Lakewood Gardens,35
ZA,"Brekke, Gerhold and Littel",1059,1325-6521-5,-33.29717,23.50527,South Africa,6454,Prairieview,4
CN,Von-Klein,1670,1719-88-306-1035,30.199688,110.674706,China,0,Bluejay,6858
CN,"Schiller, Cummerata and Mayert",2164,1903--6,38.067932,111.797083,China,0,Fordem,29
US,"Schmeler, Abernathy and Nienow",1469,2415-89-400-90,35.4209352,-97.6656625,United States,73179,Crowley,4
CN,Wiza-Jast,1339,1008-761517-28,26.3940283,111.2940501,China,0,East,81497
CN,"Runolfsdottir, Bosco and Swaniawski",1215,2123-20150-4,39.8067,116.030192,China,0,Service,83
CA,Brown and Sons,1340,1892--618,54.71681,-115.40226,Canada,L2T,Oak Valley,53
PL,Halvorson-Ziemann,1405,1583-3840-272-915,50.0751569,20.4549189,Poland,32-708,Anderson,7313
PH,Gulgowski Group,1229,2287-90110-9972,14.609579,120.993122,Philippines,8404,Gale,32
CN,Ledner Group,2036,1736-13500-000-394,31.642718,105.170845,China,0,Burning Wood,8
CN,"O'Keefe, Mertz and Donnelly",1161,1390-4830-264-92388,29.499831,120.903866,China,0,Meadow Valley,383
CN,Schroeder and Sons,2563,1475-6718-54,22.562964,113.156269,China,0,Sunfield,45
AS,"Weissnat, Braun and Gibson",1605,2178--654,-14.3377247,-170.7810162,American Samoa,96799,Marcy,4791
FR,Ondricka-Konopelski,1930,1681-97-413-7,48.8348801,2.5070548,France,94174 CEDEX,Maryland,3
FR,Powlowski-Will,1076,1311-39800-000-6324,48.4339701,0.098598,France,61015 CEDEX,Hooker,8
BR,Spencer-Emard,1789,1096-37-565-4,-29.7569364,-51.8311441,Brazil,95860-000,Annamark,4
CN,Schneider Inc,1417,1272--634,29.237137,91.773134,China,0,Parkside,92
JP,Rogahn and Sons,1378,2565-3100-806-2,37.4391941,140.5728754,Japan,963-4603,Manley,13122
CN,Bartell Inc,2540,2330-3070-523-818,39.109563,117.223371,China,0,Surrey,33175
CN,Keeling Inc,1856,1192--3505,23.020673,113.751799,China,0,Lakewood Gardens,35
SE,Kautzer LLC,1168,1418--7617,59.1575081,18.1350248,Sweden,137 24,Shoshone,56
BR,"Nienow, Mitchell and Hamill",2188,2170-572 32-71151,-4.9843552,-44.4370606,Brazil,65765-000,Bunker Hill,176
JP,Raynor-Hammes,2334,1128--83,32.7423216,131.178836,Japan,861-3923,Sachtjen,14
CN,"Senger, McClure and Cormier",2387,2183--7778,27.6673175,114.4109921,China,0,Nobel,91
CN,"Lehner, Feest and Prohaska",1611,1203-70187-84530,44.2,118.46667,China,0,Elka,7
ZA,Doyle-Will,1850,1451--268,-34.007765,24.7371099,South Africa,2661,Oxford,9
CN,O'Kon-Prosacco,2147,1951-L74-89,38.058088,117.230602,China,0,Morrow,553
NO,"Bailey, Davis and Heidenreich",1047,1106-6812-5,68.7986342,16.5414503,Norway,9414,Grayhawk,777
MX,Reichel Group,1848,1694--44914,18.8478608,-99.1843676,Mexico,91560,Susan,40
BR,Hickle Group,1280,1925-13150-000-8283,-24.068741,-46.6512239,Brazil,11730-000,Jenifer,42
TH,Towne and Sons,1498,2584-42242-8044,15.1955811,104.8304807,Thailand,76110,Canary,450
CN,Hegmann Inc,1767,1783-56700-000-25834,29.117096,110.479191,China,0,John Wall,94
CN,Jenkins-Doyle,1292,1567-65140-55,34.894093,106.836465,China,0,Mitchell,9
CN,Boyer-Bergnaum,2344,1420--1438,23.590649,101.317787,China,0,Village Green,7
CN,Klein-Mosciski,1934,1786--3946,27.815743,114.416785,China,0,Lakewood,98351
FR,Boyer-Reinger,2260,1927--76,48.6910817,2.3741324,France,91265 CEDEX,Novick,8266
BR,"Homenick, Ratke and Langosh",1698,1357--61,-27.01139,-49.5483671,Brazil,89140-000,Dottie,29341
CA,Ortiz LLC,1351,1264-58100-000-9112,45.7849952,-72.0145063,Canada,J0A,Kenwood,76
CN,"Kling, Hegmann and Vandervort",1731,1244-74-320-0,37.9611361,-122.5021248,China,0,Stang,821
CN,D'Amore-Wisoky,2618,1562-531 17-91,22.705124,113.316811,China,0,Milwaukee,14098
CN,"Macejkovic, Spinka and Dooley",1512,2445-2416-1,22.935289,113.670324,China,0,Northwestern,2241
CN,Gutkowski-Lemke,2207,1949-4760-411-17594,48.239135,126.481867,China,0,Marcy,38
BR,Conroy-Swift,1582,2379--7,-22.3595631,-47.3853435,Brazil,13600-000,Lakeland,13
CN,Kozey-Roberts,2383,1646-38126-952,32.060255,118.796877,China,0,Blaine,4012
US,"McCullough, Mitchell and Schmitt",1535,1772--60,42.3784509,-83.3032607,United States,92640,Arizona,60777
CA,Dicki LLC,1066,1252--87,51.63343,-111.90181,Canada,T6L,Vera,93
PL,Dicki Inc,2041,1344-17104 CEDEX-4803,52.3537244,18.6995274,Poland,62-620,Susan,5195
PT,Connelly-Stanton,1289,1833-58117-000-355,41.5256088,-8.346058,Portugal,4805-458,Pierstorff,0
CN,"Lehner, Feest and Prohaska",1611,2346-768 21-4672,44.2,118.46667,China,0,Elka,7
CO,"Brown, Bruen and Wiegand",1224,1346-990-0812-6763,5.614775,-73.819571,Colombia,154648,Sauthoff,87585
FR,O'Hara Inc,1717,1146-8118-4369,48.8039832,2.4347009,France,94704 CEDEX,Oakridge,3
CZ,"Halvorson, Gleason and Parisian",2017,1352-5360-035-9722,50.6558337,15.4518432,Czech Republic,512 42,Scott,468
CN,"Schumm, Rosenbaum and McGlynn",1616,1958-427 40-68943,49.806882,125.792864,China,0,Carey,8847
TH,MacGyver LLC,1555,1684--457,16.6714164,99.2823264,Thailand,90190,Pepper Wood,648
CZ,Hayes Group,2587,1842--99,49.7694382,13.5090071,Czech Republic,330 02,Fairfield,2006
FR,Considine-Purdy,1839,2444-33604 CEDEX-844,48.4990903,7.3118635,France,67137 CEDEX,Bunting,2079
ZA,Upton-Klein,1514,1050--58077,-30.0263293,25.7797078,South Africa,9913,Grasskamp,25
HU,Denesik Inc,2189,2405-33-334-3774,47.9527415,21.6927245,Hungary,4404,Everett,544
PL,"Kunze, Will and Wiegand",1172,2466-4425-910,51.82709,17.4539199,Poland,63-720,Union,72794
CN,Stokes LLC,2130,2105--256,25.526437,111.600795,China,0,Westend,2
AR,"Metz, Murphy and Terry",1462,1090-1017-896,-36.5337379,-64.0106073,Argentina,6326,Dahle,725
BR,Gottlieb-Hoeger,1267,1345--78,-23.2797384,-46.7452277,Brazil,07900-000,Scott,1
PH,Bergnaum-Flatley,1941,2035--16810,7.9187344,125.3297787,Philippines,8711,Sommers,1
CN,Predovic LLC,1203,1571-17400-000-6,23.1497287,113.3227193,China,0,Jenna,21520
PL,"Gorczany, Mante and Nienow",2354,2324--17,51.756353,14.7142269,Poland,68-343,Pine View,6
PL,"Marks, Schmidt and Mayert",2018,1554-211-26239,51.7864657,16.667577,Poland,64-130,Ilene,75097
MX,O'Hara and Sons,1561,1972-L9Y-25947,23.7322067,-99.1829833,Mexico,87078,Milwaukee,37437
CN,"Kohler, Cummerata and Schultz",1027,2338--6617,36.994225,99.598035,China,0,Merchant,88
CN,Ernser-Beahan,1558,2028--67,37.8298386,112.5511892,China,0,Parkside,6785
CN,Little Group,2331,2286-96799-4986,24.412155,115.744112,China,0,Mallard,76
FR,Abernathy Inc,1644,2235-36-200-4495,44.7721717,-0.6995221,France,33614 CEDEX,Truax,1
CN,"Hilll, Bauch and Hamill",1508,2419-36-007-76,29.5846375,106.5042786,China,0,South,1412
CN,Labadie Group,1383,1740-64044 CEDEX-4119,28.260141,112.571923,China,0,Troy,1782
PT,Koelpin-Kertzmann,1912,1503-17622-270,39.1392555,-8.6756761,Portugal,2080-381,Hooker,4
GR,"Spencer, Ondricka and Mueller",1513,2102--72591,37.401244,22.1364871,Greece,0,Mosinee,1316
BR,D'Amore Inc,1485,1627-94704 CEDEX-6,-23.5893189,-46.0107997,Brazil,08940-000,Hooker,4644
HR,Rolfson-Kohler,1592,2049-19400-000-2,46.1743441,16.9184542,Croatia,48321,Dunning,538
BR,Rutherford-Muller,2501,1323--3,-17.3218249,-39.2360718,Brazil,45980-000,Kingsford,3
PH,"Stanton, Bode and Becker",1466,2037--612,7.8394835,126.0502748,Philippines,8111,Maple,9601
MX,"Rau, Skiles and Terry",2289,1131-64190-715,20.7917375,-102.7817591,Mexico,47685,Bluestem,220
CN,Macejkovic LLC,1450,1303-79480-000-28169,34.728584,112.132488,China,0,Mifflin,1
PH,Wilkinson-Mertz,1356,1872--20842,13.5066291,122.4867454,Philippines,4312,Homewood,6
CN,Murazik LLC,2475,1166--3,28.706919,117.821005,China,0,Jackson,62
CN,Ziemann LLC,1227,2404-77075-65,30.128901,104.627636,China,0,Fremont,4325
ZA,"Gulgowski, Bartoletti and Ziemann",1326,1396-3720-029-1939,-34.0736398,18.470633,South Africa,7947,Forest Run,8
BR,Marvin Group,1962,1945--51299,-24.7592533,-51.7601166,Brazil,85200-000,Bartillon,9204
PT,"Bailey, Zieme and Mante",1664,2169-592 14-26,41.3270528,-8.5541453,Portugal,4785-210,Russell,79
PL,Haag Inc,1855,1641--790,50.12514,18.3810394,Poland,44-295,Hoepker,2917
NO,"Monahan, Weber and Weimann",1721,2361--63846,59.8436248,10.790337,Norway,1257,Petterle,130
CN,Labadie Group,1383,1317--3744,28.260141,112.571923,China,0,Troy,1782
US,Pouros-Doyle,1820,1043--33,38.9374808,-77.0852258,United States,20016,Montana,7
BR,Hickle Group,1280,2139-12955-000-460,-24.068741,-46.6512239,Brazil,11730-000,Jenifer,42
PH,Conn-Brown,2025,2284--4,17.8145613,121.2831831,Philippines,3807,Claremont,4
CN,Turcotte Inc,1718,1185-3943-15641,19.701143,110.242109,China,0,Buell,3
PL,Nikolaus-Rutherford,2257,2377--177,51.30787,17.72016,Poland,56-500,Milwaukee,8525
SE,Goldner Inc,2191,1220-468 49-2043,59.3593609,17.9863038,Sweden,169 30,Becker,65
PL,"Dach, Simonis and Ankunding",2125,1614-5104-53993,53.2385231,20.1681128,Poland,13-210,Oneill,32
CN,Schuppe-Bernhard,1906,1552-262 34-9430,38.665105,112.032036,China,0,Forster,3846
CN,Cronin-Crist,2446,1002-4213-1,36.650038,101.766228,China,0,Cordelia,3
CA,Quitzon and Sons,2251,1661-13681 CEDEX-6268,49.18306,-119.5524,Canada,E5L,Elka,4626
CZ,"Halvorson, Gleason and Parisian",2017,2166-3100-43,50.6558337,15.4518432,Czech Republic,512 42,Scott,468
BR,Hansen Group,1858,2052-48258-4113,-22.5899119,-47.5177229,Brazil,13495-000,Hayes,2
CN,"Powlowski, Padberg and Mills",2143,2091--51648,22.720595,113.829667,China,0,Evergreen,56612
FR,Powlowski-Will,1076,1665--7,48.4339701,0.098598,France,61015 CEDEX,Hooker,8
MA,"Hamill, Thiel and Buckridge",2071,2495-9033-88,34.0181246,-5.0078451,Morocco,0,Continental,601
CN,Mosciski Group,1572,2179-538 62-502,25.049518,116.420098,China,0,Center,92
CO,Murazik and Sons,1741,1880-77553-000-493,10.898923,-74.883823,Colombia,82007,Londonderry,7
SE,"Homenick, Johnson and Kris",1638,2227-3515-419,62.3946271,17.2842162,Sweden,851 78,Northview,835
NO,"Monahan, Weber and Weimann",1721,2135-62021-55,59.8436248,10.790337,Norway,1257,Petterle,130
JP,"Goyette, Kozey and Little",1332,2588-2760-040-8,35.3179014,136.9037455,Japan,480-0132,Ronald Regan,600
CN,Buckridge LLC,2498,1528-70820-5,31.918232,119.976948,China,0,Westerfield,3
NO,Jacobson Group,1986,1985-416 70-40958,60.3475308,5.3728746,Norway,5098,Butternut,94
ES,"Reinger, Mills and McKenzie",1069,2162-789 85-67,28.4391484,-16.2845785,Spain,38110,Haas,800
ET,Cummerata-McDermott,1382,2108-4323-31449,9.7986027,38.4271461,Ethiopia,0,Emmet,9271
PL,Abbott and Sons,1832,1051-65215-000-361,53.1406245,17.1259608,Poland,89-340,Rockefeller,79
PH,"Torphy, Wuckert and Lueilwitz",2457,2512-66276-7013,15.0929667,120.6560529,Philippines,5513,John Wall,5
CZ,Ferry-Johnson,2615,2391-24118-190,49.6933676,14.0095887,Czech Republic,261 01,Hoard,3046
VN,Leffler-Runte,2087,1854-V3B-790,10.9667039,107.0303221,Vietnam,0,Declaration,284
PH,Langworth-Huels,1671,2077-4023-642,16.8907872,121.5670029,Philippines,1717,Bartillon,25
CZ,Thompson-Kub,2275,2114-407 53-8210,49.6546211,17.1296944,Czech Republic,783 32,Moose,2
CN,"Mayert, Feil and Prosacco",2472,1942-132037-3795,23.297493,116.165777,China,0,Coleman,631
FR,"Medhurst, Bogan and Goodwin",1845,1181-4846-4794,48.8493975,2.4751086,France,94129 CEDEX,Katie,243
CN,Wiza-Thiel,1386,1735-905-3,31.2303904,121.4737021,China,0,Melvin,6
CN,Macejkovic LLC,1450,2600-94593 CEDEX 2-78981,34.728584,112.132488,China,0,Mifflin,1
PL,Halvorson-Boehm,1206,1517--7578,54.4122067,18.4916795,Poland,05-824,Beilfuss,541
PT,Altenwerth-Morar,1744,1755-149 43-97,41.0534668,-8.3490278,Portugal,4575-069,Roxbury,40857
CA,"Sporer, Champlin and Mante",1039,1049--81,42.9598744,-81.2353612,Canada,N6C,Northland,53132
PT,Balistreri and Sons,1068,1711-771 55-4700,39.0800897,-8.7620955,Portugal,2070-510,Warrior,20663
AR,"Heidenreich, Von and Kirlin",1881,2425--66,-25.7792984,-64.9562897,Argentina,4424,Warrior,6
CN,Fay Inc,1197,1795-58338-000-874,39.221631,97.971276,China,0,Hanson,235
FR,Wisoky-Schamberger,1286,1302--5160,47.5619629,-0.9147447,France,59425 CEDEX,Messerschmidt,61
PK,"Champlin, Corwin and Macejkovic",2320,1700-19-411-0,27.953479,68.6224065,Pakistan,78151,Lakewood,28
BR,Smitham-Collier,1006,1764--632,-4.6138241,-44.9833395,Brazil,65712-000,Delladonna,5490
CN,Kuvalis Inc,1791,1429--692,36.334307,99.670448,China,0,Mitchell,9
US,Schmeler LLC,1122,2187-T8R-6,33.45,-111.97,United States,85072,Delladonna,93
US,Harvey-Nolan,2489,1046--760,40.7038704,-74.0138541,United States,10004,Butternut,284
CN,"Koepp, Brekke and Renner",1729,1314--1002,35.083111,117.15436,China,0,Sunbrook,653
CN,Pollich-Lehner,2448,1712-6544-0,23.3854292,113.4895468,China,0,Pleasure,19
FR,"Lemke, Balistreri and Buckridge",1782,1095-2500-772-86,44.9280296,4.8932938,France,26003 CEDEX,Moulton,33134
MY,Reichel and Sons,2311,1108--824,5.3523231,100.3573891,Malaysia,10740,Merry,61
PT,"Beatty, Anderson and Gutkowski",1761,1116--8,38.5100219,-9.1705519,Portugal,2970-267,Dovetail,64
PH,Cummerata Inc,2443,1285-56000-3774,15.26667,120.86667,Philippines,3109,Oneill,59
US,"Kuhic, Bode and Orn",1882,1624--67,40.1929685,-74.6502902,United States,8650,Dapin,8
PH,Hessel-Mertz,2214,2357-8200-005-7,8.3910287,125.7869157,Philippines,8510,Knutson,59409
CN,Stehr-Macejkovic,1541,1434-9003-77547,30.7998721,103.8280655,China,0,Redwing,575
SE,Kohler LLC,1179,1262-49500-000-143,56.1929385,15.2667633,Sweden,372 34,Fallview,90057
PK,Heathcote-Heller,1207,1319-22042 CEDEX 2-905,31.9069842,73.2723283,Pakistan,52181,Trailsway,36
CN,"Macejkovic, Spinka and Dooley",1512,2133--989,22.935289,113.670324,China,0,Northwestern,2241
CN,Kutch Group,1002,2095-671 41-68,34.000317,115.319842,China,0,Blackbird,7217
CN,"Jaskolski, Rodriguez and Kilback",1864,2000-2520-053-59,24.89604,118.592147,China,0,Prairieview,3
AR,"Metz, Murphy and Terry",1462,1966-763 26-46,-36.5337379,-64.0106073,Argentina,6326,Dahle,725
EG,Casper-Aufderhar,1720,1804--448,28.297814,30.7116561,Egypt,0,Mendota,4632
NO,Hane-Skiles,1612,1847-391 55-357,59.9546982,10.7105679,Norway,778,Sunnyside,29
EG,Green Inc,2455,2159--9799,30.0444196,31.2357116,Egypt,0,Union,63
US,Grady and Sons,1112,1004-319-1304-2,38.889471,-77.0578855,United States,20566,Springs,336
CN,Green and Sons,1996,1904-95445 CEDEX-1,36.389401,120.44716,China,0,Di Loreto,974
CN,Jerde-Huel,2609,2341-34-143-5,27.098536,114.972769,China,0,Johnson,6778
TH,Marks-Emmerich,2266,2045-99599-35041,14.7324844,100.2824483,Thailand,14150,Pankratz,638
BE,"Bradtke, Lindgren and Lakin",1913,1518--5589,50.0109884,4.1638985,Belgium,6594,Blaine,939
PH,Trantow-Abbott,2044,2385--6,15.48277,120.58604,Philippines,3119,Memorial,672
JP,"Cremin, Prohaska and Labadie",2382,2351-13830-000-37,33.7356633,130.7183918,Japan,822-0034,Pierstorff,104
SE,Schultz-Mayert,2053,2013-115 37-1743,47.0165054,-68.1430064,Sweden,105 22,Amoth,6
PL,"Kunze, Will and Wiegand",1172,1885-6706-838,51.82709,17.4539199,Poland,63-720,Union,72794
PL,Haag Inc,1855,1417-45204 CEDEX-58802,50.12514,18.3810394,Poland,44-295,Hoepker,2917
BR,Brown and Sons,1340,1977--7,-20.7736517,-49.7107263,Brazil,15150-000,4th,2
BR,Quigley and Sons,1000,1580--57019,-30.0336816,-52.893221,Brazil,96500-000,Leroy,4303
MX,"VonRueden, Morissette and Bartoletti",2030,1416--82284,25.9375976,-100.3638252,Mexico,54927,Jay,6540
BR,Marvin Group,1962,1923--38,-24.7592533,-51.7601166,Brazil,85200-000,Bartillon,9204
CA,Welch LLC,2564,1938--73756,44.7515479,-79.8779499,Canada,L4R,Nova,7
SE,Emmerich and Sons,2008,1822-92139 CEDEX-417,58.4055961,15.7403531,Sweden,585 92,Carpenter,16
JP,Corwin and Sons,1505,1570-54501-35,38.2513578,140.8817471,Japan,984-0075,Westport,8660
CN,Predovic Inc,1269,1658-802 66-9800,24.723961,116.732091,China,0,Corscot,9
FR,Senger and Sons,1042,1841--27325,49.03353,2.0768291,France,95021 CEDEX,Loftsgordon,76943
BR,Gorczany-Greenfelder,1474,1239--7975,-28.7137096,-49.3091437,Brazil,88820-000,Dwight,24703
CN,Wisoky and Sons,1413,2020-739 34-6,26.0765362,119.2807519,China,0,Granby,622
PH,Sawayn and Sons,1242,2161--24305,8.972681,125.408732,Philippines,8601,Buell,467
PT,Fritsch LLC,1588,1669--17268,41.1217553,-8.228543,Portugal,4625-619,Oak Valley,6
CN,Aufderhar-Doyle,1426,1475--73296,25.575165,111.824739,China,0,Ronald Regan,347
NL,Hagenes Inc,1974,1450-8422-19838,52.2239735,5.1704277,Netherlands,1209,Stone Corner,95
CN,O'Connell Group,1457,2467--5,23.067896,115.027634,China,0,Comanche,563
BR,Kirlin and Sons,1844,1410-1888-56248,-30.0336816,-52.893221,Brazil,96500-000,Mallard,621
CN,Doyle-Gibson,1310,1079--52652,30.640814,93.232528,China,0,Morrow,321
BR,Marvin Group,1962,2230-3466-4986,-24.7592533,-51.7601166,Brazil,85200-000,Bartillon,9204
CN,Runte and Sons,1492,2132-302 40-6040,31.920658,120.284938,China,0,Tomscot,48
PH,Huels-Daugherty,1288,2440-73-201-6,14.53348,121.023574,Philippines,2307,Pankratz,200
PH,Cassin-Schmidt,1095,1437-4147-20,14.6020624,121.0161088,Philippines,8113,Forest,1892
PT,"Oberbrunner, D'Amore and Halvorson",1281,2373-3505-18223,41.6698545,-8.4450745,Portugal,4730-220,Chive,9701
MA,Moore-Rolfson,2268,2280-6185-255-18938,31.4374773,-7.4060306,Morocco,0,Mayfield,71
PL,"Dach, Simonis and Ankunding",2125,2424-981-1505-145,53.2385231,20.1681128,Poland,13-210,Oneill,32
PH,Bergnaum-Flatley,1941,1563-76000-6,7.9187344,125.3297787,Philippines,8711,Sommers,1
CN,"Zemlak, Bashirian and Schowalter",1936,2002-33158-4,27.685255,105.390592,China,0,Westerfield,80
CN,Schulist-Beier,2140,2023--52,33.423357,109.152893,China,0,Sutherland,62
CN,"McLaughlin, Streich and Fahey",2523,1890--685,41.5220136,111.7047656,China,0,Jenna,9082
JP,Ullrich and Sons,1620,1148-378-0401-4895,36.7806554,137.0779342,Japan,934-0099,Gerald,2955
CO,"Ryan, Hartmann and Gerhold",2488,2552--49691,7.38153,-73.919121,Colombia,135067,Loeprich,2
PH,"Torp, Schuster and Bayer",1385,2154-410018-898,11.25111,125.00639,Philippines,6516,Burrows,71699
CN,"Grady, Weber and Fritsch",1358,1745--1,23.9563274,113.1916737,China,0,Forster,325
CN,"Franecki, MacGyver and Schiller",2203,1202--352,35.237207,102.827734,China,0,Kensington,5507
PH,Gerhold Group,2262,1759--6,7.1760285,125.4423957,Philippines,2442,Jay,349
GR,Kuhn-Bradtke,2560,1542-42360-9,39.420994,20.0143022,Greece,0,Pepper Wood,675
NO,Jacobson Group,1986,1459-3180-14,60.3475308,5.3728746,Norway,5098,Butternut,94
CN,"Schulist, Okuneva and Daniel",1642,2261--9,41.821778,124.048453,China,0,Loftsgordon,47277
HU,Denesik Inc,2189,2339-5033-84,47.9527415,21.6927245,Hungary,4404,Everett,544
CN,Schuppe-Bernhard,1906,1828-38440-000-926,38.665105,112.032036,China,0,Forster,3846
MX,"Zulauf, Gottlieb and Marks",2274,1136-474-0074-731,19.4458447,-99.1497664,Mexico,71730,Kinsman,7
CN,"Quigley, Beatty and Runolfsdottir",1984,2538-4900-3911,28.228209,112.938814,China,0,David,49949
CN,Huels Inc,1975,1610-14160-000-643,30.0747701,-95.5216667,China,0,3rd,335
CN,"Rutherford, Ebert and Treutel",1960,1200-5044-137,35.319084,114.540858,China,0,Huxley,7113
CN,"Ward, Medhurst and Kuphal",2541,1463--41,23.36225,103.374576,China,0,Anderson,7934
SE,"Quigley, Senger and Monahan",1100,2516-360 01-97,56.2094069,14.8470274,Sweden,374 53,Judy,226
PH,Padberg LLC,1325,1830-21310-61052,10.729632,124.795761,Philippines,6521,Thackeray,5
SE,"Homenick, Johnson and Kris",1638,2413-10039-164,62.3946271,17.2842162,Sweden,851 78,Northview,835
CN,Cremin-Borer,2231,2124-35570-000-2348,22.9550072,113.0126011,China,0,Golf Course,9
PL,"Berge, Welch and Carter",1719,2294-L-7794-12,52.7704654,17.9583306,Poland,88-306,Hayes,1035
CN,Monahan and Sons,1903,2485--12822,47.171717,124.863603,China,0,Arapahoe,6
PL,"Erdman, Hermiston and Ryan",2415,2003-589 01-86,53.4513,17.5316201,Poland,89-400,Truax,90
CO,McGlynn-Smitham,1008,2078-614 94-87,4.727773,-76.121514,Colombia,761517,Heffernan,28
TH,Zieme Inc,2123,1948-44101 CEDEX 4-48,13.0427506,100.9345401,Thailand,20150,Hoepker,4
CN,Harber Group,1892,2539-290 01-774,40.425649,-3.6721577,China,0,Nelson,618
PT,Monahan-Bernier,2422,1456--9945,38.402951,-28.080155,Portugal,9930-025,Commercial,64433
PH,"Torphy, Wuckert and Lueilwitz",2457,2335-9607-80903,15.0929667,120.6560529,Philippines,5513,John Wall,5
BR,Conroy-Swift,1582,2359--24,-22.3595631,-47.3853435,Brazil,13600-000,Lakeland,13
PT,Wuckert-Kuphal,1583,2005-4815-014-127,40.562696,-8.768226,Portugal,3840-272,Mesta,915
CO,Hilll Group,1192,1484--81,7.3111492,-73.2057595,Colombia,687527,Bunker Hill,19
TH,"Sporer, Gulgowski and Waelchi",2287,1421-4580-604-2120,7.0086472,100.4746879,Thailand,90110,Redwing,9972
BR,Glover Group,1736,1746--60833,-22.4101426,-47.5717516,Brazil,13500-000,Schurz,394
PT,Baumbach and Sons,1390,1602-1673-11,41.5331853,-8.2524001,Portugal,4830-264,Monument,92388
HU,Bruen and Sons,1475,1898--4,47.4936583,21.66245,Hungary,6718,Michigan,54
CN,"Bauch, Ebert and Fritsch",2178,2218--6746,37.9331181,102.6293927,China,0,Northfield,654
PL,Streich LLC,1681,1815-783 56-1190,51.3309754,19.3744004,Poland,97-413,Portage,7
BR,Leannon Inc,1311,1751--1,-17.8599943,-41.5091004,Brazil,39800-000,Mccormick,6324
CN,Walsh-Lubowitz,1707,1639-87505-9,40.731316,124.783659,China,0,Lukken,85182
PL,"Pollich, Price and Crooks",1096,2347-52428-53,50.002337,22.6516099,Poland,37-565,Service,4
PH,"Beatty, Friesen and Lind",1334,1653-2409-69,37.0594675,-120.8204617,Philippines,5102,Maryland,22
CN,"Altenwerth, Langosh and Krajcik",1272,2537--63789,44.596097,129.591591,China,0,Fisk,634
PT,Schimmel LLC,2565,1414--6264,39.8754035,-8.5885462,Portugal,3100-806,Ridgeway,2
PT,Smith and Sons,2330,1533--5,40.4603188,-8.72233,Portugal,3070-523,Ridgeway,818
CN,Hilll Group,1192,2432--4,40.417902,122.660538,China,0,Tomscot,3505
GR,"Swift, Brekke and Kessler",1418,1990--47,37.4132997,23.125332,Greece,0,Bultman,7617
SE,Wisoky LLC,2170,1480-3830-752-24,57.2702863,16.4538847,Sweden,572 32,Mayer,71151
GR,Johnson-Windler,1128,2458--75876,38.0412749,23.5418125,Greece,0,Moose,83
CN,"Wolff, Barton and Lynch",2183,2269-798 43-8287,24.979855,109.983076,China,0,Swallow,7778
US,Predovic LLC,1203,2206-71801-2274,30.02,-89.98,United States,70187,Johnson,84530
SE,"Bayer, Padberg and Botsford",1225,2141-75701-10368,60.1960972,17.8961823,Sweden,748 31,Anzinger,9338
US,Marvin Inc,2040,2598-72209-48,34.0028786,-84.1446376,United States,30096,Eliot,81430
CN,Medhurst-Lockman,1451,1899-93294-8,35.585575,119.761775,China,0,Moose,268
GB,Wisoky-Walter,1951,2397-38200-000-2,54.7598905,-1.3347302,United Kingdom,L74,Kipling,89
PH,Gusikowski LLC,1106,1603--1,9.7666664,124.4833298,Philippines,6812,Rusk,5
CN,Walker and Sons,1829,1619-23800-000-37219,28.888555,120.047651,China,0,Maple,309
CN,"Schiller, Heathcote and Hodkiewicz",1694,2121-41210-66,32.107051,121.483514,China,0,Judy,44914
BR,Conroy-Swift,1582,1025--4049,-22.3595631,-47.3853435,Brazil,13600-000,Lakeland,13
BR,"Mayer, Schaden and Yost",1925,1003-59007 CEDEX-861,-22.6475546,-47.1947232,Brazil,13150-000,Hudson,8283
HR,Dach-Schroeder,2584,2384-19125-9863,46.254048,16.2368405,Croatia,42242,Meadow Vale,8044
ZA,"Kling, Stiedemann and Bradtke",2550,1144-289 34-92,-29.4169973,24.7380385,South Africa,9987,Armistice,7
BR,"Stracke, Jakubowski and Halvorson",1909,1566-8204-15185,-22.8262707,-43.0152252,Brazil,24000-000,Clarendon,52458
CN,"Quigley, Beatty and Runolfsdottir",1984,1800-8716-186,28.228209,112.938814,China,0,David,49949
HR,Walsh Group,2217,2613-3060-816-46958,45.3982443,16.8946158,Croatia,44322,Warner,0
US,Pouros-Doyle,1820,1017-56900-000-56973,38.9374808,-77.0852258,United States,20016,Montana,7
BR,Cruickshank Group,1783,1187-751 35-258,-7.4686612,-37.2746574,Brazil,56700-000,Jay,25834
TH,Beatty-Marquardt,1567,1125--91342,16.7445704,100.1367166,Thailand,65140,Schmedeman,55
PL,"Marks, Schmidt and Mayert",2018,1328-3105-591,51.7864657,16.667577,Poland,64-130,Ilene,75097
ET,"Champlin, Schoen and Cassin",1420,2573-794 01-3,11.9227104,37.6998424,Ethiopia,0,Drewry,1438
CN,Lockman Inc,1786,1041-9802-688,49.16291,127.98658,China,0,Waubesa,3946
CN,Lockman LLC,1053,2136-2725-16,28.570101,115.797775,China,0,Rowland,65313
CN,"Hagenes, Legros and Buckridge",1338,1011--361,27.029507,113.732949,China,0,Spohn,810
